Applicant_ID,Name,Gender,Age,Experience_Years,Degree,Skills,Languages_Known,Applied_Role,Location,Salary_Expected,Certifications,Certifications_Count,Current_Employment_Status,Notice_Period_Days,Interview_Score,Work_Auth_Status,Previous_Company,Last_Company_Rating,Job_Type,Remote_Preference,Industry,GitHub_Profile,LinkedIn_Profile,Projects_Completed,Training_Completed,Employment_Gap_Years,Relocation_Ready,Freelance_Experience,Application_Status
551,David,Female,29,1,B.Tech,"Excel, SQL, Python","English, French",Data Analyst,Chicago,,No,4,Unemployed,15,4,Yes,Microsoft,2,Contract,Yes,Finance,No,Yes,12,Yes,5,No,Yes,Pending
524,David,Non-Binary,29,21,Ph.D,"Power BI, SQL","English, Spanish",BI Developer,Austin,,No,2,Employed,45,,Yes,Startup Inc.,1,Contract,Yes,IT,No,No,6,Yes,2,Yes,Yes,Rejected
864,Sophia,Non-Binary,29,33,B.Tech,"Python, SQL, Statistics","SQL, R",Data Scientist,New York,255489,No,0,Unemployed,30,2,No,Amazon,2,Contract,Yes,Healthcare,Yes,No,6,Yes,2,No,No,Rejected
413,Olivia,Male,29,25,MBA,"Python, Machine Learning","Python, SQL",ML Engineer,Chicago,,Yes,4,Unemployed,15,8,Yes,IBM,3,Part-time,No,IT,Yes,Yes,6,No,4,No,No,Rejected
622,Amy,Non-Binary,29,31,,"SQL, Database Management","Java, C++",Database Admin,Seattle,284634,No,3,Unemployed,45,,Yes,,2,Part-time,Yes,Education,No,No,1,No,1,No,Yes,Pending
590,Olivia,Non-Binary,29,0,MBA,"Python, Machine Learning","SQL, R",ML Engineer,San Francisco,30000,No,0,Unemployed,45,,Yes,Startup Inc.,2,Full-time,Yes,Retail,No,Yes,4,Yes,1,No,Yes,Pending
895,Robert,Non-Binary,30,37,B.Tech,"Python, SQL, Statistics","Java, C++",Data Scientist,San Francisco,354342,Yes,4,Employed,90,2,Yes,Microsoft,4,Contract,Yes,Finance,No,No,9,Yes,4,Yes,Yes,Rejected
838,Mike,Male,30,22,B.Sc,"Python, SQL, Statistics","English, Spanish",Data Scientist,Seattle,230442,Yes,4,Employed,15,,Yes,Startup Inc.,4,Part-time,Yes,IT,No,No,1,No,5,No,Yes,Selected
245,Sophia,Non-Binary,30,15,M.Sc,"Excel, SQL, Python","English, Spanish",Data Analyst,San Francisco,106650,Yes,2,Employed,90,9,No,IBM,1,Part-time,Yes,Finance,Yes,No,4,Yes,1,Yes,Yes,Selected
814,Emma,Male,30,0,B.Tech,"Python, Machine Learning","Excel, Power BI",ML Engineer,New York,30000,No,0,Unemployed,90,,No,Tesla,1,Part-time,No,E-commerce,No,No,11,No,4,Yes,No,Rejected
855,Amy,Non-Binary,30,20,MBA,,"English, Spanish",ML Engineer,Chicago,178520,Yes,4,Unemployed,90,6,Yes,Tesla,3,Part-time,No,Healthcare,No,No,5,Yes,1,Yes,No,Selected
10,David,Male,30,10,Ph.D,"Python, SQL, Statistics","English, Spanish",Data Scientist,Seattle,123780,Yes,5,Unemployed,60,3,Yes,Startup Inc.,4,Part-time,Yes,Education,Yes,No,2,Yes,4,Yes,No,Rejected
975,Lisa,Non-Binary,30,40,M.Sc,"Power BI, SQL","Java, C++",BI Developer,Seattle,404560,No,3,Unemployed,90,5,No,IBM,5,Part-time,Yes,IT,Yes,Yes,5,No,1,Yes,No,Pending
629,Lisa,Non-Binary,30,10,B.Tech,"Python, Machine Learning","Python, SQL",ML Engineer,Chicago,105310,Yes,0,Unemployed,30,2,No,IBM,1,Full-time,No,Healthcare,Yes,Yes,14,Yes,5,Yes,Yes,Rejected
147,Lisa,Male,30,6,MBA,"Excel, SQL, Python","Java, C++",Data Analyst,Austin,78864,No,5,Employed,45,7,No,Google,1,Part-time,No,Education,No,Yes,4,No,2,Yes,No,Rejected
975,Sophia,Non-Binary,30,16,M.Sc,"Power BI, SQL","SQL, R",BI Developer,Seattle,185088,No,2,Employed,60,10,Yes,Microsoft,4,Full-time,No,Education,No,No,3,No,2,Yes,No,Rejected
9,Mike,Non-Binary,30,32,B.Tech,"Python, SQL, Statistics","English, Spanish",Data Scientist,Seattle,215536,Yes,1,Employed,90,8,No,None,4,Full-time,Yes,Retail,Yes,No,9,Yes,5,Yes,Yes,Rejected
189,Olivia,Male,30,16,B.Sc,"Power BI, SQL","Excel, Power BI",BI Developer,New York,148992,No,4,Unemployed,45,6,No,Amazon,3,Contract,Yes,E-commerce,No,Yes,8,Yes,1,Yes,Yes,Pending
884,Sam,Female,30,38,,,"Python, SQL",Database Admin,Seattle,,Yes,1,Unemployed,15,8,Yes,None,4,Contract,Yes,Retail,No,Yes,10,No,5,No,Yes,Pending
875,Sam,Non-Binary,30,26,B.Tech,"Python, Machine Learning","Excel, Power BI",ML Engineer,Seattle,171050,Yes,4,Unemployed,15,2,Yes,Google,2,Contract,Yes,Retail,Yes,Yes,13,No,4,No,No,Rejected
838,John,Non-Binary,30,22,B.Sc,"Excel, SQL, Python","English, French",Data Analyst,Chicago,206968,Yes,5,Unemployed,45,3,No,Amazon,5,Part-time,Yes,Finance,Yes,No,7,Yes,2,No,No,Selected
574,David,Male,30,14,B.Tech,"Python, Machine Learning","Excel, Power BI",ML Engineer,San Francisco,146032,No,2,Unemployed,30,7,Yes,None,2,Contract,Yes,Finance,Yes,Yes,11,Yes,0,Yes,Yes,Rejected
830,John,Female,30,15,MBA,,"Excel, Power BI",Data Analyst,Austin,148710,Yes,2,Unemployed,45,10,No,IBM,2,Part-time,No,Healthcare,No,Yes,6,Yes,1,Yes,Yes,Rejected
588,Amy,Male,30,20,M.Sc,"Excel, SQL, Python","SQL, R",Data Analyst,Seattle,154780,No,2,Unemployed,45,1,No,Tesla,2,Part-time,No,E-commerce,Yes,Yes,10,Yes,0,Yes,No,Rejected
86,Lisa,Male,30,6,B.Tech,"Python, SQL, Statistics","English, Spanish",Data Scientist,Austin,80346,No,2,Employed,60,7,Yes,Google,1,Contract,Yes,Education,No,Yes,14,No,0,Yes,Yes,Selected
685,Mike,Female,30,0,B.Sc,"Excel, SQL, Python","SQL, R",Data Analyst,San Francisco,30000,No,0,Employed,15,6,Yes,None,2,Contract,Yes,E-commerce,No,No,0,No,3,Yes,Yes,Rejected
884,Amy,Female,30,14,Ph.D,"Power BI, SQL","English, Spanish",BI Developer,New York,155958,Yes,0,Unemployed,15,8,No,Startup Inc.,1,Full-time,Yes,E-commerce,No,Yes,8,Yes,0,No,Yes,Rejected
220,Emma,Female,30,2,B.Sc,"Python, SQL, Statistics","SQL, R",Data Scientist,San Francisco,46012,No,4,Unemployed,90,7,Yes,Startup Inc.,4,Full-time,No,Healthcare,Yes,Yes,8,No,0,No,No,Rejected
720,Emma,Male,30,31,B.Sc,"Python, SQL, Statistics","English, Spanish",Data Scientist,New York,,No,0,Unemployed,45,4,Yes,Amazon,5,Part-time,No,Finance,Yes,No,5,Yes,5,Yes,No,Selected
716,David,Male,30,8,M.Sc,"Power BI, SQL","English, Spanish",BI Developer,San Francisco,74784,Yes,4,Employed,45,3,Yes,IBM,5,Part-time,No,E-commerce,Yes,No,6,No,3,Yes,No,Rejected
520,Lisa,Non-Binary,30,31,MBA,"Python, Machine Learning","English, Spanish",ML Engineer,New York,249697,Yes,0,Employed,30,3,Yes,Tesla,2,Contract,No,E-commerce,No,No,12,No,3,No,Yes,Rejected
461,Olivia,Non-Binary,30,0,B.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Austin,30000,No,0,Unemployed,15,4,Yes,Amazon,5,Contract,Yes,E-commerce,Yes,No,2,Yes,3,No,Yes,Rejected
875,Sam,Non-Binary,30,35,M.Sc,"Python, SQL, Statistics","English, French",Data Scientist,New York,,No,0,Employed,30,9,Yes,None,1,Full-time,No,IT,Yes,No,4,Yes,4,No,No,Rejected
147,Lisa,Male,30,31,M.Sc,"Power BI, SQL","English, Spanish",BI Developer,Seattle,265104,Yes,3,Employed,60,9,Yes,None,4,Contract,No,E-commerce,No,Yes,6,Yes,3,Yes,Yes,Selected
245,Sophia,Non-Binary,30,0,MBA,"Python, Machine Learning","English, French",ML Engineer,Seattle,30000,No,2,Employed,90,2,No,Tesla,2,Part-time,Yes,E-commerce,No,Yes,0,Yes,5,Yes,Yes,Selected
481,Olivia,Non-Binary,31,20,B.Sc,"Python, SQL, Statistics","English, French",Data Scientist,San Francisco,200260,No,3,Unemployed,30,5,Yes,None,3,Contract,Yes,Education,Yes,Yes,11,No,4,Yes,No,Pending
391,Emma,Non-Binary,31,28,B.Tech,"Python, Machine Learning","Java, C++",ML Engineer,Austin,302860,No,0,Employed,15,1,No,Microsoft,5,Full-time,Yes,Retail,Yes,No,0,No,1,Yes,Yes,Pending
438,Sophia,Female,31,5,B.Sc,"SQL, Database Management","Java, C++",Database Admin,San Francisco,75270,No,0,Employed,60,4,Yes,Tesla,5,Part-time,No,IT,No,Yes,4,Yes,4,No,Yes,Pending
983,Sam,Male,31,0,B.Sc,"SQL, Database Management","Python, SQL",Database Admin,New York,30000,Yes,3,Unemployed,45,2,No,Startup Inc.,2,Full-time,Yes,E-commerce,No,No,8,No,1,No,Yes,Pending
522,Robert,Non-Binary,31,25,B.Sc,"Python, Machine Learning","SQL, R",ML Engineer,New York,253400,No,5,Unemployed,60,8,Yes,None,5,Full-time,No,Retail,No,No,6,No,3,Yes,Yes,Rejected
340,Emma,Male,31,5,B.Sc,,"Java, C++",BI Developer,Chicago,63495,Yes,4,Employed,30,4,No,None,5,Part-time,No,E-commerce,Yes,Yes,0,Yes,3,No,No,Pending
402,Robert,Female,31,0,B.Tech,"Power BI, SQL","English, Spanish",BI Developer,Seattle,30000,No,2,Unemployed,15,5,Yes,,3,Full-time,No,Healthcare,Yes,No,12,Yes,1,Yes,Yes,Selected
98,Amy,Female,31,14,B.Tech,"SQL, Database Management","English, French",Database Admin,Austin,136050,Yes,4,Employed,30,4,No,Google,1,Contract,No,Healthcare,No,Yes,12,Yes,2,No,No,Selected
168,Olivia,Non-Binary,31,25,Ph.D,"Excel, SQL, Python","SQL, R",Data Analyst,Chicago,158375,No,5,Employed,45,5,Yes,Google,2,Contract,Yes,Retail,Yes,No,14,No,5,Yes,No,Selected
965,Sophia,Male,31,22,,"SQL, Database Management","Python, SQL",Database Admin,Seattle,184550,Yes,2,Unemployed,45,,Yes,,2,Full-time,Yes,IT,Yes,Yes,11,Yes,4,No,No,Pending
494,Amy,Male,31,13,,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,140955,No,1,Unemployed,15,5,No,Startup Inc.,3,Contract,No,Education,Yes,No,4,Yes,5,No,No,Rejected
595,David,Female,31,21,B.Sc,"Power BI, SQL","Excel, Power BI",BI Developer,Seattle,,Yes,2,Employed,90,3,No,Tesla,3,Full-time,Yes,IT,No,No,14,No,5,No,Yes,Rejected
273,Sam,Female,31,28,Ph.D,"SQL, Database Management","SQL, R",Database Admin,Seattle,,No,4,Unemployed,60,7,Yes,IBM,1,Contract,No,IT,Yes,No,7,No,0,Yes,Yes,Selected
849,John,Non-Binary,31,39,B.Tech,"Python, Machine Learning","Python, SQL",ML Engineer,San Francisco,332523,No,2,Unemployed,60,3,No,Startup Inc.,4,Full-time,No,Healthcare,No,Yes,7,No,3,No,No,Pending
522,Lisa,Female,31,20,M.Sc,"Python, Machine Learning","English, Spanish",ML Engineer,Austin,205460,Yes,1,Employed,45,2,No,,2,Contract,Yes,Healthcare,Yes,No,11,No,4,Yes,No,Selected
589,Robert,Male,31,29,,"SQL, Database Management","SQL, R",Database Admin,New York,186020,Yes,1,Employed,30,3,Yes,Tesla,5,Part-time,Yes,Education,No,Yes,1,Yes,5,Yes,No,Pending
991,Lisa,Male,31,0,Ph.D,,"English, French",Data Scientist,Chicago,30000,Yes,0,Employed,30,3,No,Tesla,1,Part-time,No,E-commerce,No,No,6,No,4,No,No,Selected
377,Lisa,Non-Binary,31,18,Ph.D,"Excel, SQL, Python","English, Spanish",Data Analyst,San Francisco,,Yes,1,Employed,90,8,Yes,Google,2,Contract,Yes,Education,Yes,Yes,9,Yes,5,Yes,Yes,Pending
506,Sophia,Male,31,25,B.Sc,"Python, Machine Learning","English, Spanish",ML Engineer,Austin,269275,Yes,3,Employed,30,4,No,Startup Inc.,1,Full-time,No,E-commerce,Yes,No,4,Yes,3,Yes,No,Selected
232,Sophia,Male,31,26,M.Sc,"Python, Machine Learning","SQL, R",ML Engineer,Austin,254328,No,4,Employed,60,3,Yes,,4,Contract,Yes,Retail,No,Yes,8,No,5,Yes,No,Rejected
496,Olivia,Male,31,28,B.Sc,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Austin,193744,Yes,3,Unemployed,30,10,No,IBM,2,Full-time,No,Retail,No,No,2,Yes,1,Yes,Yes,Pending
24,Olivia,Non-Binary,31,0,Ph.D,"SQL, Database Management","Excel, Power BI",Database Admin,San Francisco,30000,Yes,5,Unemployed,90,5,Yes,Microsoft,5,Contract,No,Finance,Yes,No,0,Yes,3,No,No,Selected
446,Olivia,Non-Binary,31,6,B.Sc,"Python, Machine Learning","SQL, R",ML Engineer,Seattle,84762,No,3,Employed,60,4,Yes,Google,2,Contract,Yes,Healthcare,No,No,12,No,4,Yes,Yes,Selected
673,Emma,Female,31,9,B.Tech,"Python, SQL, Statistics","SQL, R",Data Scientist,Seattle,92343,Yes,4,Unemployed,30,,No,Tesla,1,Part-time,Yes,Finance,No,Yes,3,No,2,No,Yes,Selected
743,Mike,Male,31,38,MBA,"Python, Machine Learning","SQL, R",ML Engineer,Austin,302270,Yes,5,Unemployed,60,8,No,None,4,Full-time,No,Finance,Yes,No,6,No,5,Yes,Yes,Rejected
887,Olivia,Female,31,13,B.Sc,"Python, Machine Learning","English, French",ML Engineer,New York,150718,Yes,3,Employed,45,,Yes,Amazon,1,Full-time,Yes,Healthcare,Yes,No,0,Yes,1,Yes,No,Pending
506,Sophia,Male,31,1,MBA,"SQL, Database Management","Java, C++",Database Admin,Seattle,37121,No,3,Unemployed,45,8,Yes,Microsoft,1,Full-time,Yes,Finance,Yes,No,1,Yes,3,Yes,Yes,Selected
402,Robert,Female,31,7,MBA,"Python, Machine Learning","English, Spanish",ML Engineer,Seattle,98026,Yes,5,Unemployed,45,5,No,IBM,3,Full-time,No,IT,Yes,Yes,13,No,0,Yes,Yes,Rejected
98,Amy,Female,31,35,B.Tech,"Excel, SQL, Python","SQL, R",Data Analyst,Seattle,307130,No,3,Employed,30,,No,None,1,Full-time,No,E-commerce,No,No,4,No,3,Yes,No,Selected
494,Amy,Male,31,31,Ph.D,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,330111,No,1,Unemployed,90,7,No,,4,Part-time,Yes,Education,Yes,Yes,8,No,4,Yes,No,Selected
124,Lisa,Female,32,6,B.Sc,"Python, Machine Learning","English, French",ML Engineer,Austin,62832,Yes,4,Unemployed,60,1,No,Microsoft,5,Contract,Yes,Healthcare,Yes,Yes,13,No,4,Yes,No,Selected
564,Mike,Non-Binary,32,0,Ph.D,"Power BI, SQL","English, Spanish",BI Developer,New York,30000,No,4,Employed,15,6,No,Tesla,3,Full-time,No,IT,Yes,No,0,No,0,Yes,No,Rejected
612,Amy,Female,32,11,Ph.D,"SQL, Database Management","Java, C++",Database Admin,San Francisco,86243,Yes,4,Unemployed,45,8,No,Google,1,Full-time,No,Retail,Yes,No,11,No,1,Yes,Yes,Pending
154,Robert,Male,32,11,B.Sc,"SQL, Database Management","English, Spanish",Database Admin,Seattle,99696,Yes,3,Unemployed,45,7,Yes,None,2,Contract,No,Education,No,Yes,3,No,4,No,No,Pending
528,Robert,Female,32,13,B.Tech,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,New York,99394,Yes,1,Unemployed,15,2,No,Tesla,3,Part-time,No,Education,No,Yes,11,Yes,1,No,Yes,Rejected
955,Amy,Male,32,18,B.Tech,"Python, Machine Learning","SQL, R",ML Engineer,San Francisco,161130,Yes,4,Employed,15,7,No,None,4,Part-time,No,Education,Yes,No,13,No,1,Yes,Yes,Rejected
482,John,Male,32,22,,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Austin,,Yes,2,Employed,30,6,No,IBM,2,Part-time,No,Finance,Yes,Yes,2,No,3,Yes,No,Rejected
866,Lisa,Male,32,16,M.Sc,,"Python, SQL",ML Engineer,San Francisco,111248,No,4,Unemployed,60,5,No,Amazon,4,Contract,No,Finance,Yes,Yes,13,No,1,Yes,No,Pending
635,Lisa,Female,32,3,MBA,"Python, SQL, Statistics","English, French",Data Scientist,Austin,58677,No,0,Unemployed,45,4,Yes,Google,2,Contract,No,Finance,Yes,No,4,No,5,No,No,Selected
366,Emma,Male,32,17,MBA,"Power BI, SQL","SQL, R",BI Developer,New York,160084,No,2,Employed,90,1,Yes,Google,5,Part-time,Yes,Finance,No,No,4,Yes,4,No,No,Rejected
136,Mike,Female,32,19,,"Excel, SQL, Python","Java, C++",Data Analyst,New York,213483,No,4,Employed,30,2,Yes,None,4,Part-time,Yes,IT,No,Yes,9,No,4,No,Yes,Rejected
857,John,Male,32,32,B.Sc,"Power BI, SQL","English, Spanish",BI Developer,Seattle,330160,Yes,3,Unemployed,30,7,Yes,,2,Contract,Yes,Finance,No,Yes,1,Yes,2,Yes,No,Pending
332,Olivia,Male,32,6,Ph.D,"Python, Machine Learning","Python, SQL",ML Engineer,New York,85908,Yes,4,Employed,90,10,No,IBM,4,Part-time,No,Healthcare,No,No,4,Yes,1,Yes,Yes,Selected
660,Emma,Non-Binary,32,37,B.Tech,"Python, Machine Learning","English, French",ML Engineer,New York,,No,1,Unemployed,90,3,Yes,Microsoft,3,Full-time,Yes,Education,Yes,Yes,8,Yes,2,No,Yes,Selected
788,Lisa,Female,32,35,M.Sc,"Python, Machine Learning","English, French",ML Engineer,New York,248960,Yes,1,Unemployed,90,5,No,Amazon,4,Contract,No,IT,No,Yes,4,No,3,Yes,No,Rejected
615,John,Female,32,28,B.Sc,"Excel, SQL, Python","English, French",Data Analyst,New York,193156,No,4,Employed,15,8,No,Tesla,4,Part-time,Yes,Retail,No,No,14,No,2,Yes,No,Rejected
528,Sophia,Male,32,25,M.Sc,"Power BI, SQL","Java, C++",BI Developer,Chicago,222950,No,3,Employed,45,8,Yes,Microsoft,2,Full-time,No,Finance,Yes,Yes,10,Yes,1,No,No,Selected
491,John,Female,32,0,B.Tech,"Python, Machine Learning","SQL, R",ML Engineer,New York,30000,No,3,Unemployed,15,6,Yes,Tesla,4,Contract,No,Retail,No,Yes,9,Yes,4,Yes,Yes,Pending
556,Sam,Male,32,7,Ph.D,"Power BI, SQL","Excel, Power BI",BI Developer,San Francisco,84670,No,3,Unemployed,45,5,No,Tesla,5,Contract,Yes,Education,No,Yes,1,No,3,No,Yes,Rejected
985,Sophia,Male,32,23,M.Sc,"Python, Machine Learning","Python, SQL",ML Engineer,San Francisco,222855,Yes,4,Employed,15,2,Yes,,1,Full-time,No,IT,No,Yes,6,Yes,1,No,Yes,Selected
445,Sophia,Female,32,12,Ph.D,"Excel, SQL, Python","Java, C++",Data Analyst,San Francisco,113580,Yes,4,Unemployed,60,9,Yes,Microsoft,3,Contract,Yes,Education,Yes,No,14,Yes,3,Yes,No,Rejected
660,Emma,Non-Binary,32,27,MBA,"Excel, SQL, Python","English, Spanish",Data Analyst,New York,230529,No,0,Employed,45,1,No,Google,2,Part-time,Yes,Retail,Yes,Yes,5,No,0,No,No,Rejected
955,Amy,Male,32,0,MBA,"Python, SQL, Statistics","Java, C++",Data Scientist,Chicago,30000,No,1,Employed,30,2,No,IBM,4,Contract,Yes,IT,Yes,Yes,6,No,1,Yes,No,Selected
564,Mike,Non-Binary,32,27,M.Sc,"Python, SQL, Statistics","English, Spanish",Data Scientist,San Francisco,181551,No,2,Employed,45,,No,Google,4,Part-time,Yes,E-commerce,Yes,No,7,Yes,0,No,No,Pending
612,Amy,Female,32,6,B.Sc,"Python, Machine Learning","English, Spanish",ML Engineer,Austin,63372,No,2,Employed,45,4,No,Amazon,4,Full-time,Yes,IT,No,Yes,9,Yes,2,Yes,No,Pending
852,Robert,Female,33,0,MBA,"Power BI, SQL","English, French",BI Developer,Seattle,30000,No,1,Employed,45,4,No,Microsoft,3,Full-time,Yes,Finance,No,Yes,4,No,1,Yes,No,Selected
265,Sophia,Male,33,10,M.Sc,"Power BI, SQL","Java, C++",BI Developer,New York,123520,Yes,5,Unemployed,60,5,Yes,Amazon,1,Contract,Yes,Retail,Yes,No,1,No,0,Yes,No,Rejected
500,David,Male,33,0,MBA,"SQL, Database Management","Excel, Power BI",Database Admin,San Francisco,30000,No,0,Employed,15,5,No,IBM,5,Full-time,Yes,Education,Yes,Yes,6,No,5,Yes,Yes,Rejected
897,Sam,Non-Binary,33,21,,"SQL, Database Management","English, Spanish",Database Admin,Seattle,181032,No,1,Employed,30,8,No,,5,Full-time,Yes,Education,Yes,Yes,6,Yes,4,No,Yes,Selected
904,David,Male,33,26,B.Tech,"SQL, Database Management","English, French",Database Admin,Austin,,Yes,0,Employed,15,3,No,Startup Inc.,2,Contract,No,Education,No,Yes,7,No,2,No,Yes,Selected
765,Sophia,Male,33,36,B.Sc,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,New York,218820,Yes,5,Employed,15,6,Yes,Amazon,1,Part-time,No,Healthcare,No,Yes,6,Yes,1,Yes,Yes,Pending
746,Sophia,Female,33,26,M.Sc,"Python, Machine Learning","Java, C++",ML Engineer,Chicago,266236,Yes,0,Employed,90,3,No,Google,1,Contract,Yes,Healthcare,Yes,Yes,9,Yes,1,Yes,No,Rejected
514,Olivia,Non-Binary,33,34,MBA,"Power BI, SQL","Excel, Power BI",BI Developer,New York,275956,Yes,3,Employed,60,,No,None,3,Contract,No,Finance,Yes,Yes,6,No,4,Yes,No,Rejected
514,Amy,Male,33,13,MBA,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,106245,Yes,1,Employed,90,8,Yes,,4,Part-time,No,E-commerce,Yes,Yes,13,No,4,No,No,Rejected
925,David,Male,33,0,,"Python, SQL, Statistics","English, Spanish",Data Scientist,Seattle,30000,Yes,2,Unemployed,60,1,No,Microsoft,1,Part-time,Yes,Healthcare,Yes,No,12,No,0,No,Yes,Rejected
49,David,Female,33,2,,"SQL, Database Management","Python, SQL",Database Admin,New York,41200,Yes,4,Unemployed,15,9,No,IBM,4,Part-time,Yes,IT,Yes,No,8,No,0,Yes,No,Selected
40,Lisa,Male,33,16,MBA,"Python, Machine Learning","Python, SQL",ML Engineer,San Francisco,158528,Yes,5,Unemployed,15,7,No,IBM,3,Contract,No,Retail,Yes,No,7,Yes,0,No,Yes,Selected
339,Mike,Male,33,20,Ph.D,"Python, Machine Learning","SQL, R",ML Engineer,Austin,171120,Yes,5,Unemployed,60,,Yes,Amazon,2,Part-time,Yes,Finance,Yes,Yes,14,Yes,3,Yes,Yes,Pending
769,Lisa,Female,33,30,B.Tech,"Excel, SQL, Python","SQL, R",Data Analyst,Austin,243930,No,4,Employed,15,4,Yes,Amazon,2,Full-time,Yes,E-commerce,Yes,No,1,Yes,2,No,Yes,Selected
112,Amy,Male,33,9,B.Sc,"Power BI, SQL","English, Spanish",BI Developer,New York,79788,Yes,1,Unemployed,15,3,No,Tesla,4,Part-time,Yes,IT,No,No,1,Yes,1,Yes,No,Rejected
63,David,Male,33,21,B.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Seattle,177882,No,4,Employed,30,6,No,Amazon,4,Full-time,No,Education,Yes,No,6,No,2,Yes,No,Pending
925,Robert,Female,33,27,,"Excel, SQL, Python","Java, C++",Data Analyst,Chicago,174639,No,0,Unemployed,90,9,No,Tesla,1,Part-time,Yes,Healthcare,No,No,9,Yes,4,Yes,Yes,Rejected
67,Amy,Non-Binary,33,40,Ph.D,"Excel, SQL, Python","Python, SQL",Data Analyst,Seattle,245080,No,4,Unemployed,90,9,Yes,Microsoft,3,Full-time,No,IT,Yes,Yes,14,No,5,No,Yes,Rejected
657,Mike,Female,33,2,Ph.D,"Python, SQL, Statistics","Java, C++",Data Scientist,Chicago,44438,No,0,Employed,90,4,Yes,,2,Full-time,Yes,E-commerce,No,Yes,10,No,2,Yes,No,Pending
500,Emma,Male,33,28,B.Sc,"Power BI, SQL","English, Spanish",BI Developer,Chicago,295664,No,0,Employed,45,10,Yes,Google,1,Full-time,Yes,Finance,Yes,Yes,12,Yes,2,No,Yes,Rejected
761,David,Male,33,15,B.Tech,"Power BI, SQL","Excel, Power BI",BI Developer,Chicago,176955,No,2,Unemployed,30,5,Yes,Amazon,5,Full-time,No,IT,Yes,No,14,Yes,0,No,No,Pending
914,Amy,Female,33,6,,"Power BI, SQL","Java, C++",BI Developer,Austin,79842,No,4,Unemployed,90,9,Yes,Google,1,Full-time,Yes,Finance,No,Yes,9,Yes,4,Yes,Yes,Pending
117,Lisa,Male,33,30,M.Sc,"Excel, SQL, Python","Excel, Power BI",Data Analyst,San Francisco,257880,No,2,Unemployed,90,2,Yes,None,4,Part-time,No,Education,Yes,No,2,Yes,2,Yes,No,Selected
397,Lisa,Non-Binary,33,37,B.Sc,"Python, SQL, Statistics","Python, SQL",Data Scientist,Chicago,243971,Yes,4,Unemployed,30,2,No,Startup Inc.,5,Contract,No,E-commerce,No,Yes,0,Yes,1,Yes,Yes,Pending
683,Olivia,Female,33,21,MBA,"Excel, SQL, Python","Java, C++",Data Analyst,Seattle,184959,No,0,Employed,15,5,Yes,,1,Contract,Yes,E-commerce,No,Yes,8,No,0,No,No,Rejected
581,Amy,Male,33,14,B.Sc,"Power BI, SQL","English, French",BI Developer,San Francisco,150442,No,4,Unemployed,90,1,No,IBM,3,Contract,Yes,Healthcare,No,No,13,No,2,No,Yes,Pending
769,Lisa,Female,33,6,Ph.D,"SQL, Database Management","Python, SQL",Database Admin,Austin,65892,No,5,Unemployed,15,,Yes,Tesla,2,Contract,No,Retail,Yes,No,14,Yes,4,No,No,Pending
925,David,Male,33,0,B.Sc,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,New York,30000,No,5,Unemployed,90,5,No,Startup Inc.,5,Contract,No,E-commerce,No,Yes,13,Yes,5,No,Yes,Selected
876,Amy,Female,34,21,MBA,,"English, Spanish",ML Engineer,Seattle,189390,Yes,2,Unemployed,60,10,Yes,,3,Full-time,Yes,IT,Yes,Yes,13,Yes,1,No,No,Rejected
837,Mike,Male,34,25,Ph.D,,"English, French",Data Analyst,Seattle,181050,No,3,Unemployed,45,2,No,Startup Inc.,1,Part-time,Yes,IT,No,Yes,2,Yes,5,No,Yes,Pending
30,Emma,Male,34,26,,"Excel, SQL, Python","SQL, R",Data Analyst,New York,225988,Yes,5,Employed,90,,No,Google,4,Full-time,Yes,IT,Yes,No,0,Yes,4,No,Yes,Pending
3,Amy,Female,34,30,B.Sc,"SQL, Database Management","Java, C++",Database Admin,Austin,205830,Yes,2,Employed,60,2,No,Google,4,Part-time,Yes,Education,No,No,5,Yes,4,Yes,Yes,Rejected
122,Sophia,Female,34,34,Ph.D,"Power BI, SQL","SQL, R",BI Developer,New York,263784,No,3,Employed,30,,Yes,Tesla,3,Part-time,Yes,E-commerce,No,No,3,No,4,Yes,Yes,Selected
77,Lisa,Male,34,0,B.Tech,"Power BI, SQL","Python, SQL",BI Developer,Seattle,30000,No,1,Employed,60,8,Yes,Microsoft,4,Part-time,No,E-commerce,Yes,No,13,No,5,Yes,Yes,Selected
342,John,Female,34,8,M.Sc,"Python, SQL, Statistics","Java, C++",Data Scientist,Chicago,103664,Yes,2,Employed,30,6,Yes,None,2,Part-time,No,IT,Yes,Yes,0,Yes,3,No,Yes,Pending
65,Lisa,Female,34,32,Ph.D,"SQL, Database Management","Java, C++",Database Admin,San Francisco,302832,No,5,Unemployed,90,7,No,Tesla,3,Contract,No,Healthcare,Yes,No,3,Yes,1,Yes,No,Rejected
